category_code,category_name,program_code,program_name,commodity_code,commodity_name
31,LOAN DEFICIENCY,5211,CRAMBE SEED LOAN DEFICIENCY - PERMITTED ENTITY,8000,CRAMBE SEED
31,LOAN DEFICIENCY,5211,HONEY LOAN DEFICIENCY - PERMITTED ENTITY,8204,HONEY
31,LOAN DEFICIENCY,5211,RICE LOAN DEFICIENCY - PERMITTED ENTITY,9500,RICE
31,LOAN DEFICIENCY,5212,WHEAT LOAN DEFICIENCY - CROPLAND FACTOR,1000,WHEAT
31,LOAN DEFICIENCY,5212,CORN LOAN DEFICIENCY - CROPLAND FACTOR,2000,CORN
31,LOAN DEFICIENCY,5212,BARLEY LOAN DEFICIENCY - CROPLAND FACTOR,2200,BARLEY
31,LOAN DEFICIENCY,5212,OATS LOAN DEFICIENCY - CROPLAND FACTOR,2300,OATS
31,LOAN DEFICIENCY,5212,RYE LOAN DEFICIENCY - CROPLAND FACTOR,2400,RYE
31,LOAN DEFICIENCY,5212,FLAX SEED LOAN DEFICIENCY - CROPLAND FACTOR,2500,FLAX
31,LOAN DEFICIENCY,5212,SOYBEANS LOAN DEFICIENCY - CROPLAND FACTOR,2600,SOYBEAN
31,LOAN DEFICIENCY,5212,SORGHUM LOAN DEFICIENCY - CROPLAND FACTOR,2700,SORGHUM
31,LOAN DEFICIENCY,5212,COTTON LOAN DEFICIENCY - CROPLAND FACTOR,6100,UPCN
31,LOAN DEFICIENCY,5212,SESEME SEED LOAN DEFICIENCY - CROPLAND FACTOR,6900,SESAME
31,LOAN DEFICIENCY,5212,SUNFLOWER SEED LOAN DEFICIENCY - CROPLAND FACTOR,7100,SUNFLOWER
31,LOAN DEFICIENCY,5212,CANOLA LOAN DEFICIENCY - CROPLAND FACTOR,7200,CANOLA
31,LOAN DEFICIENCY,5212,RAPE SEED LOAN DEFICIENCY - CROPLAND FACTOR,7300,RAPE SEED
31,LOAN DEFICIENCY,5212,SAFFLOWER LOAN DEFICIENCY - CROPLAND FACTOR,7400,SAFFLOWER
31,LOAN DEFICIENCY,5212,MUSTARD LOAN DEFICIENCY - CROPLAND FACTOR,7600,MUSTARD
31,LOAN DEFICIENCY,5212,COTTON SEED LOAN DEFICIENCY - CROPLAND FACTOR,7700,COTTON SEED
31,LOAN DEFICIENCY,5212,NON-OIL SUNFLOWER LOAN DEFICIENCY - CROPLAND FACTOR,7800,SUNFLOWER SEED
31,LOAN DEFICIENCY,5212,CRAMBE SEED LOAN DEFICIENCY - CROPLAND FACTOR,8000,CRAMBE SEED
31,LOAN DEFICIENCY,5212,HONEY LOAN DEFICIENCY - CROPLAND FACTOR,8204,HONEY
31,LOAN DEFICIENCY,5212,RICE LOAN DEFICIENCY - CROPLAND FACTOR,9500,RICE
31,LOAN DEFICIENCY,5213,WHEAT LOAN DEFICIENCY - INELIGIBLE,1000,WHEAT
31,LOAN DEFICIENCY,5213,CORN LOAN DEFICIENCY - INELIGIBLE,2000,CORN
31,LOAN DEFICIENCY,5213,BARLEY LOAN DEFICIENCY - INELIGIBLE,2200,BARLEY
31,LOAN DEFICIENCY,5213,OATS LOAN DEFICIENCY - INELIGIBLE,2300,OATS
31,LOAN DEFICIENCY,5213,RYE LOAN DEFICIENCY - INELIGIBLE,2400,RYE
31,LOAN DEFICIENCY,5213,FLAX SEED LOAN DEFICIENCY - INELIGIBLE,2500,FLAX
31,LOAN DEFICIENCY,5213,SOYBEANS LOAN DEFICIENCY - INELIGIBLE,2600,SOYBEAN
31,LOAN DEFICIENCY,5213,SORGHUM LOAN DEFICIENCY - INELIGIBLE,2700,SORGHUM
31,LOAN DEFICIENCY,5213,PEAS - DRY WHOLE NONRECOURSE LOANS,4600,DRY WHOLE PEAS
31,LOAN DEFICIENCY,5213,WOOL NONRECOURSE LOANS,4850,WOOL
31,LOAN DEFICIENCY,5213,COTTON LOAN DEFICIENCY - INELIGIBLE,6100,UPCN
31,LOAN DEFICIENCY,5213,SESEME SEED LOAN DEFICIENCY - INELIGIBLE,6900,SESAME
31,LOAN DEFICIENCY,5213,SUNFLOWER SEED LOAN DEFICIENCY - INELIGIBLE,7100,SUNFLOWER
31,LOAN DEFICIENCY,5213,CANOLA LOAN DEFICIENCY - INELIGIBLE,7200,CANOLA
31,LOAN DEFICIENCY,5213,RAPE SEED LOAN DEFICIENCY - INELIGIBLE,7300,RAPE SEED
31,LOAN DEFICIENCY,5213,SAFFLOWER LOAN DEFICIENCY - INELIGIBLE,7400,SAFFLOWER
31,LOAN DEFICIENCY,5213,MUSTARD LOAN DEFICIENCY - INELIGIBLE,7600,MUSTARD
31,LOAN DEFICIENCY,5213,COTTON SEED LOAN DEFICIENCY - INELIGIBLE,7700,COTTON SEED
31,LOAN DEFICIENCY,5213,NON-OIL SUNFLOWER LOAN DEFICIENCY - INELIGIBLE,7800,SUNFLOWER SEED
31,LOAN DEFICIENCY,5213,CRAMBE SEED LOAN DEFICIENCY - INELIGIBLE,8000,CRAMBE SEED
31,LOAN DEFICIENCY,5213,HONEY LOAN DEFICIENCY - INELIGIBLE,8204,HONEY
31,LOAN DEFICIENCY,5213,RICE LOAN DEFICIENCY - INELIGIBLE,9500,RICE
31,LOAN DEFICIENCY,5217,LOAN DEFICIENCY - WHEAT,1000,WHEAT
31,LOAN DEFICIENCY,5217,LOAN DEFICIENCY - PEANUTS,4210,PEANUT
31,LOAN DEFICIENCY,5217,LOAN DEFICIENCY - UPLAND COTTON,6100,UPCN
32,"LDP, NON-CONTRACT PFC GROWERS",5250,"LDP, NON-CONTRACT PFC GROWERS",1000,WHEAT
32,"LDP, NON-CONTRACT PFC GROWERS",5250,"LDP, NON-CONTRACT PFC GROWERS",2000,CORN
32,"LDP, NON-CONTRACT PFC GROWERS",5250,"LDP, NON-CONTRACT PFC GROWERS",2200,BARLEY
32,"LDP, NON-CONTRACT PFC GROWERS",5250,"LDP, NON-CONTRACT PFC GROWERS",2300,OATS
32,"LDP, NON-CONTRACT PFC GROWERS",5250,"LDP, NON-CONTRACT PFC GROWERS",2700,SORGHUM
32,"LDP, NON-CONTRACT PFC GROWERS",5250,"LDP, NON-CONTRACT PFC GROWERS",6100,UPCN
32,"LDP, NON-CONTRACT PFC GROWERS",5250,"LDP, NON-CONTRACT PFC GROWERS",9500,RICE
33,TRI VALLEY GROWERS PROGRAM,2657,LIMITED CALIFORNIA COOPERATIVE INSOLVENCY PROGRAM,3410,APRICOTS
33,TRI VALLEY GROWERS PROGRAM,2657,LIMITED CALIFORNIA COOPERATIVE INSOLVENCY PROGRAM,3415,PEACHES
33,TRI VALLEY GROWERS PROGRAM,2657,LIMITED CALIFORNIA COOPERATIVE INSOLVENCY PROGRAM,3416,APRICOTS
33,TRI VALLEY GROWERS PROGRAM,2657,LIMITED CALIFORNIA COOPERATIVE INSOLVENCY PROGRAM,3420,PEARS
33,TRI VALLEY GROWERS PROGRAM,2657,LIMITED CALIFORNIA COOPERATIVE INSOLVENCY PROGRAM,3430,TOMATOES
35,POULT ENTERITIS SYNDROME,2659,POULT ENTERITIS MORTALITY SYNDROME PROGRAM,0000,N/A
36,AGRICULTURAL CONSERVATION,3000,AGRICULTURE CONSERVATION PROGRAM,0000,N/A
36,AGRICULTURAL CONSERVATION,3003,AGRICULTURE CONSERVATION PROGRAM - REGULAR,0000,N/A
36,AGRICULTURAL CONSERVATION,3210,AGRICULTURE CONSERVATION PROGRAM - LONG TERM,0000,N/A
37,ACREAGE GRAZING PAYMENTS,5260,GRAZE-OUT - WHEAT,1000,WHEAT
37,ACREAGE GRAZING PAYMENTS,5260,GRAZE-OUT - BARLEY,2200,BARLEY
37,ACREAGE GRAZING PAYMENTS,5260,GRAZE-OUT - OATS,2300,OATS
37,ACREAGE GRAZING PAYMENTS,5260,GRAZE-OUT - TRITICALE,2440,TRITICALE
37,ACREAGE GRAZING PAYMENTS,5261,GRAZE-OUT - WHEAT,1000,WHEAT
37,ACREAGE GRAZING PAYMENTS,5261,GRAZE-OUT - BARLEY,2200,BARLEY
37,ACREAGE GRAZING PAYMENTS,5261,GRAZE-OUT - OATS,2300,OATS
37,ACREAGE GRAZING PAYMENTS,5261,GRAZE-OUT - TRITICALE,2440,TRITICALE
38,FINALITY RULE,7510,90 DAY RULE PAYMENTS,0000,N/A
39,EMERGENCY CONSERVATION PROGRAM,4000,EMERGENCY CONSERVATION PROGRAM,0000,N/A
39,EMERGENCY CONSERVATION PROGRAM,4001,EMERGENCY CONSERVATION PROGRAM - OTHER,0000,N/A
39,EMERGENCY CONSERVATION PROGRAM,4005,EMERGENCY CONSERVATION PROGRAM - OTHER,0000,N/A
39,EMERGENCY CONSERVATION PROGRAM,4010,"EMERGENCY CONSERVATION PROG. - HURRICANE SUPPLEMENTAL, FENCING",0000,N/A
39,EMERGENCY CONSERVATION PROGRAM,4015,"EMERGENCY CONSERVATION PROG. - HURRICANE SUPPLEMENTAL, FENCING",0000,N/A
39,EMERGENCY CONSERVATION PROGRAM,4020,EMERGENCY CONSERVATION - SOUTHERN CALIFORNIA,0000,N/A
39,EMERGENCY CONSERVATION PROGRAM,4030,EMERGENCY COMPENSATION PROGRAM - AGI,0000,N/A
39,EMERGENCY CONSERVATION PROGRAM,4040,EMERGENCY CONSERVATION PROGRAM,0000,N/A
39,EMERGENCY CONSERVATION PROGRAM,4050,EMERGENCY CONSERVATION PROGRAM - STAFFORD,0000,N/A
39,EMERGENCY CONSERVATION PROGRAM,4053,ECP - SANDY STAFFORD COST SHARE,0000,N/A
39,EMERGENCY CONSERVATION PROGRAM,4200,EMERGENCY CONSERVATION PROGRAM - FLOOD,0000,N/A
39,EMERGENCY CONSERVATION PROGRAM,4205,EMERGENCY CONSERVATION PROGRAM - FLOOD,0000,N/A
39,EMERGENCY CONSERVATION PROGRAM,4210,EMERGENCY CONSERVATION PROGRAM - MIDWEST FLOOD,0000,N/A
39,EMERGENCY CONSERVATION PROGRAM,4215,EMERGENCY CONSERVATION PROGRAM - MIDWEST FLOOD,0000,N/A
39,EMERGENCY CONSERVATION PROGRAM,4220,"EMERGENCY CONSERVATION PROGRAM - MIDWEST FLOOD, SUPPLEMENTAL",0000,N/A
39,EMERGENCY CONSERVATION PROGRAM,4225,"EMERGENCY CONSERVATION PROGRAM - MIDWEST FLOOD, SUPPLEMENTAL",0000,N/A
39,EMERGENCY CONSERVATION PROGRAM,4300,EMERGENCY CONSERVATION PROGRAM - TORNADO,0000,N/A
39,EMERGENCY CONSERVATION PROGRAM,4305,EMERGENCY CONSERVATION PROGRAM - TORNADO,0000,N/A
39,EMERGENCY CONSERVATION PROGRAM,4330,EMERGENCY CONSERVATION PROGRAM - KANSAS TORNADOS,0000,N/A
39,EMERGENCY CONSERVATION PROGRAM,4400,EMERGENCY CONSERVATION PROGRAM - DROUGHT,0000,N/A
39,EMERGENCY CONSERVATION PROGRAM,4405,EMERGENCY CONSERVATION PROGRAM - DROUGHT,0000,N/A
39,EMERGENCY CONSERVATION PROGRAM,4505,EMERGEMCY CONSERVATION PROGRAM - MAPLE PRODUCERS,0000,N/A
39,EMERGENCY CONSERVATION PROGRAM,4510,EMERGEMCY CONSERVATION PROGRAM - MAPLE PRODUCERS,0000,N/A
39,EMERGENCY CONSERVATION PROGRAM,4515,"ECP - CERRO GRANDE FIRE, SUPPLEMENTAL",0000,N/A
39,EMERGENCY CONSERVATION PROGRAM,4520,"ECP - CERRO GRANDE FIRE, SUPPLEMENTAL",0000,N/A
39,EMERGENCY CONSERVATION PROGRAM,4800,EMERGENCY CONSERVATION PROGRAM - HURRICANE,0000,N/A
39,EMERGENCY CONSERVATION PROGRAM,4805,EMERGENCY CONSERVATION PROGRAM - HURRICANE,0000,N/A
39,EMERGENCY CONSERVATION PROGRAM,4810,"EMERGENCY CONSERVATION PROGRAM - HURRICANE, SUPPLEMENTAL",0000,N/A
39,EMERGENCY CONSERVATION PROGRAM,4815,"EMERGENCY CONSERVATION PROGRAM - HURRICANE, SUPPLEMENTAL",0000,N/A
39,EMERGENCY CONSERVATION PROGRAM,4820,EMERGENCY CONSERVATION - HURRICANE GULF MEXICO,0000,N/A
39,EMERGENCY CONSERVATION PROGRAM,4825,EMERGENCY CONSER - GULF OF MEXICO POULTRY,0000,N/A
40,SEED CORN PURCHASE,6016,SEED CORN PURCHASE CONTAINING CRY9C PROTEIN,0000,N/A
41,FORESTRY INCENTIVE - ANNUAL,5300,FORESTRY INCENTIVE PROGRAM - ANNUAL,0000,N/A
42,FORESTRY INCENTIVE - LONG TERM,5400,FORESTRY INCENTIVE PROGRAM - LONG TERM,0000,N/A
43,NURSERY LOSSES - FLORIDA,2653,NURSERY LOSSES PROGRAM IN FLORIDA,0000,N/A
44,AILFP -- APPORTIONED,2545,2000 AMERICAN INDIAN LIVESTOCK FEED PROGRAM,0000,N/A
45,FLOOD COMPENSATION PROGRAM,2644,FLOOD COMPENSATION PROGRAM FOR HARNEY COUNTY OREGON,0000,N/A
46,TOBACCO LOSS ASSISTANCE,5240,TOBACCO LOSS ASSISTANCE PROGRAM - BURLEY,7071,BURLEY
46,TOBACCO LOSS ASSISTANCE,5240,TOBACCO LOSS ASSISTANCE PROGRAM - FIRE-CURED,7072,FIRE-CURED
46,TOBACCO LOSS ASSISTANCE,5240,TOBACCO LOSS ASSISTANCE PROGRAM - FLUE CURED,7073,FLUE-CURED
46,TOBACCO LOSS ASSISTANCE,5240,TOBACCO LOSS ASSISTANCE PROGRAM - CIGAR BINDER/FILLER,7077,CIGAR BINDER/FILLER
46,TOBACCO LOSS ASSISTANCE,5242,TOBACCO LOSS ASSISTANCE PROGRAM - FIRE-CURED,7072,FIRE-CURED
46,TOBACCO LOSS ASSISTANCE,5242,TOBACCO LOSS ASSISTANCE PROGRAM - VIRGINIA SUN-CURED,7074,VIRGINIA SUN-CURED
46,TOBACCO LOSS ASSISTANCE,5242,TOBACCO LOSS ASSISTANCE PROGRAM - DARK AIR-CURED,7076,DARK AIR-CURED
46,TOBACCO LOSS ASSISTANCE,5272,TOBACCO LOSS ASSISTANCE PROGRAM - AUTHORIZED PAYMENT PROCESS,7072,FIRE-CURED
46,TOBACCO LOSS ASSISTANCE,5272,TOBACCO LOSS ASSISTANCE PROGRAM - AUTHORIZED PAYMENT PROCESS,7074,VIRGINIA SUN-CURED
46,TOBACCO LOSS ASSISTANCE,5272,TOBACCO LOSS ASSISTANCE PROGRAM - AUTHORIZED PAYMENT PROCESS,7076,DARK AIR-CURED
47,TOBACCO DISASTER ASSISTANCE,2645,TOBACCO DISASTER ASSISTANCE PROGRAM,0000,N/A
48,NAP-SUPPLEMENTAL APPROPRIATIONS,2647,NAP - SUPPLEMENTAL APPROPRIATIONS PROGRAM,0000,N/A
49,PASTURE FLOOD COMPENSATION,2648,PASTURE FLOOD COMPENSATION PROGRAM,0000,N/A
50,WATER BANK - ANNUAL,9600,WATER BANK PROGRAM - ANNUAL,0000,N/A
51,WATER BANK - PRACTICE COST/SHARE,9600,WATER BANK PROGRAM - ANNUAL,0000,N/A
51,WATER BANK - PRACTICE COST/SHARE,9800,WATER BANK-PRACTICE COST/SHARE,0000,N/A
52,COTTON DIVERSION,8301,DIVERSION ADVANCE,6100,UPCN
52,COTTON DIVERSION,8702,DIVERSION FINAL,6100,UPCN
53,WHEAT DIVERSION,7500,DIVERSION FINAL,1000,WHEAT
53,WHEAT DIVERSION,7501,DIVERSION FINAL,1000,WHEAT
53,WHEAT DIVERSION,8301,DIVERSION ADVANCE,1000,WHEAT
53,WHEAT DIVERSION,8702,DIVERSION FINAL,1000,WHEAT
54,FEED GRAIN DIVERSION,7500,DIVERSION FINAL,2000,CORN
54,FEED GRAIN DIVERSION,7500,DIVERSION FINAL,2200,BARLEY
54,FEED GRAIN DIVERSION,7500,DIVERSION FINAL,2300,OATS
54,FEED GRAIN DIVERSION,7500,DIVERSION FINAL,2700,SORGHUM
54,FEED GRAIN DIVERSION,7501,DIVERSION FINAL,2000,CORN
54,FEED GRAIN DIVERSION,7501,DIVERSION FINAL,2200,BARLEY
54,FEED GRAIN DIVERSION,7501,DIVERSION FINAL,2300,OATS
54,FEED GRAIN DIVERSION,7501,DIVERSION FINAL,2700,SORGHUM
54,FEED GRAIN DIVERSION,7801,DIVERSION ADVANCE,2000,CORN
54,FEED GRAIN DIVERSION,7801,DIVERSION ADVANCE,2200,BARLEY
54,FEED GRAIN DIVERSION,7801,DIVERSION ADVANCE,2300,OATS
54,FEED GRAIN DIVERSION,7801,DIVERSION ADVANCE,2700,SORGHUM
54,FEED GRAIN DIVERSION,8301,DIVERSION ADVANCE,2000,CORN
54,FEED GRAIN DIVERSION,8301,DIVERSION ADVANCE,2200,BARLEY
54,FEED GRAIN DIVERSION,8301,DIVERSION ADVANCE,2300,OATS
54,FEED GRAIN DIVERSION,8301,DIVERSION ADVANCE,2700,SORGHUM
54,FEED GRAIN DIVERSION,8702,DIVERSION FINAL,2000,CORN
54,FEED GRAIN DIVERSION,8702,DIVERSION FINAL,2200,BARLEY
54,FEED GRAIN DIVERSION,8702,DIVERSION FINAL,2300,OATS
54,FEED GRAIN DIVERSION,8702,DIVERSION FINAL,2700,SORGHUM
55,RICE DIVERSION,8301,DIVERSION ADVANCE,9500,RICE
55,RICE DIVERSION,8702,DIVERSION FINAL,9500,RICE
56,POTATO DIVERSION PROGRAM,2658,POTATO DIVERSION PROGRAM,0000,N/A
56,POTATO DIVERSION PROGRAM,9510,POTATO DIVERSION PROGRAM,0000,N/A
56,POTATO DIVERSION PROGRAM,9511,POTATO DIVERSION PROGRAM,0000,N/A
56,POTATO DIVERSION PROGRAM,9512,POTATO DIVERSION PROGRAM,0000,N/A
57,PASTURE RECOVERY PROGRAM,3510,PASTURE RECOVERY PROGRAM,0000,N/A
57,PASTURE RECOVERY PROGRAM,3510,PASTURE RECOVERY PROGRAM,0000,N/A
57,PASTURE RECOVERY PROGRAM,3515,AUTOMATED PASTURE RECOVERY PROGRAM,0000,N/A
58,DISASTER -- PROGRAM CROPS,7010,DISASTER PROGRAM CROPS,0000,N/A
59,DISASTER -- NON-PROGRAM CROPS,7020,DISASTER NON-PROGRAM CROPS,0000,N/A
60,COLORADO RIVER SALINITY,3701,COLORADO RIVER SALINITY PROGRAM,0000,N/A
61,EXTENDED FARM STORAGE,2100,STORAGE PAYMENT,1000,WHEAT
61,EXTENDED FARM STORAGE,2100,STORAGE PAYMENT,2000,CORN
61,EXTENDED FARM STORAGE,2100,STORAGE PAYMENT,2200,BARLEY
61,EXTENDED FARM STORAGE,2100,STORAGE PAYMENT,2300,OATS
61,EXTENDED FARM STORAGE,2100,STORAGE PAYMENT,2400,RYE
61,EXTENDED FARM STORAGE,2100,STORAGE PAYMENT,2600,SOYBEAN
61,EXTENDED FARM STORAGE,2100,STORAGE PAYMENT,2700,SORGHUM
61,EXTENDED FARM STORAGE,6200,FARM STORAGE PAYMENTS,1000,WHEAT
61,EXTENDED FARM STORAGE,6200,FARM STORAGE PAYMENTS,2000,CORN
61,EXTENDED FARM STORAGE,6200,FARM STORAGE PAYMENTS,2200,BARLEY
61,EXTENDED FARM STORAGE,6200,FARM STORAGE PAYMENTS,2300,OATS
61,EXTENDED FARM STORAGE,6200,FARM STORAGE PAYMENTS,2400,RYE
61,EXTENDED FARM STORAGE,6200,FARM STORAGE PAYMENTS,2600,SOYBEAN
61,EXTENDED FARM STORAGE,6200,FARM STORAGE PAYMENTS,2700,SORGHUM
61,EXTENDED FARM STORAGE,6201,FARM STORAGE PAYMENTS,1000,WHEAT
61,EXTENDED FARM STORAGE,6201,FARM STORAGE PAYMENTS,2000,CORN
61,EXTENDED FARM STORAGE,6201,FARM STORAGE PAYMENTS,2200,BARLEY
61,EXTENDED FARM STORAGE,6201,FARM STORAGE PAYMENTS,2300,OATS
61,EXTENDED FARM STORAGE,6201,FARM STORAGE PAYMENTS,2700,SORGHUM
62,EXTENDED WAREHOUSE STORAGE,6600,WAREHOUSE STORAGE PAYMENTS,1000,WHEAT
62,EXTENDED WAREHOUSE STORAGE,6600,WAREHOUSE STORAGE PAYMENTS,2000,CORN
62,EXTENDED WAREHOUSE STORAGE,6600,WAREHOUSE STORAGE PAYMENTS,2200,BARLEY
62,EXTENDED WAREHOUSE STORAGE,6600,WAREHOUSE STORAGE PAYMENTS,2300,OATS
62,EXTENDED WAREHOUSE STORAGE,6600,WAREHOUSE STORAGE PAYMENTS,2400,RYE
62,EXTENDED WAREHOUSE STORAGE,6600,WAREHOUSE STORAGE PAYMENTS,2600,SOYBEAN
62,EXTENDED WAREHOUSE STORAGE,6600,WAREHOUSE STORAGE PAYMENTS,2700,SORGHUM
62,EXTENDED WAREHOUSE STORAGE,6600,WAREHOUSE STORAGE PAYMENTS,9500,RICE
62,EXTENDED WAREHOUSE STORAGE,6601,WAREHOUSE STORAGE PAYMENTS,1000,WHEAT
62,EXTENDED WAREHOUSE STORAGE,6601,WAREHOUSE STORAGE PAYMENTS,2000,CORN
62,EXTENDED WAREHOUSE STORAGE,6601,WAREHOUSE STORAGE PAYMENTS,2200,BARLEY
62,EXTENDED WAREHOUSE STORAGE,6601,WAREHOUSE STORAGE PAYMENTS,2300,OATS
62,EXTENDED WAREHOUSE STORAGE,6601,WAREHOUSE STORAGE PAYMENTS,2700,SORGHUM
63,WAREHOUSE STORAGE DEDUCTION,2101,ADDITIONAL DISBURSEMENT FOR WAREHOUSE STORAGE DEDUCTION,1000,WHEAT
63,WAREHOUSE STORAGE DEDUCTION,2101,ADDITIONAL DISBURSEMENT FOR WAREHOUSE STORAGE DEDUCTION,2000,CORN
63,WAREHOUSE STORAGE DEDUCTION,2101,ADDITIONAL DISBURSEMENT FOR WAREHOUSE STORAGE DEDUCTION,2200,BARLEY
63,WAREHOUSE STORAGE DEDUCTION,2101,ADDITIONAL DISBURSEMENT FOR WAREHOUSE STORAGE DEDUCTION,2300,OATS
63,WAREHOUSE STORAGE DEDUCTION,2101,ADDITIONAL DISBURSEMENT FOR WAREHOUSE STORAGE DEDUCTION,2400,RYE
63,WAREHOUSE STORAGE DEDUCTION,2101,ADDITIONAL DISBURSEMENT FOR WAREHOUSE STORAGE DEDUCTION,2500,FLAX
63,WAREHOUSE STORAGE DEDUCTION,2101,ADDITIONAL DISBURSEMENT FOR WAREHOUSE STORAGE DEDUCTION,2600,SOYBEAN
63,WAREHOUSE STORAGE DEDUCTION,2101,ADDITIONAL DISBURSEMENT FOR WAREHOUSE STORAGE DEDUCTION,2700,SORGHUM
63,WAREHOUSE STORAGE DEDUCTION,2101,ADDITIONAL DISBURSEMENT FOR WAREHOUSE STORAGE DEDUCTION,4100,BEAN
63,WAREHOUSE STORAGE DEDUCTION,2101,ADDITIONAL DISBURSEMENT FOR WAREHOUSE STORAGE DEDUCTION,4271,Q-PEANUTS
63,WAREHOUSE STORAGE DEDUCTION,2101,ADDITIONAL DISBURSEMENT FOR WAREHOUSE STORAGE DEDUCTION,4272,A-PEANUTS
63,WAREHOUSE STORAGE DEDUCTION,2101,ADDITIONAL DISBURSEMENT FOR WAREHOUSE STORAGE DEDUCTION,4700,TUNGOIL
63,WAREHOUSE STORAGE DEDUCTION,2101,ADDITIONAL DISBURSEMENT FOR WAREHOUSE STORAGE DEDUCTION,6000,ELS
63,WAREHOUSE STORAGE DEDUCTION,2101,ADDITIONAL DISBURSEMENT FOR WAREHOUSE STORAGE DEDUCTION,6100,UPCN
63,WAREHOUSE STORAGE DEDUCTION,2101,ADDITIONAL DISBURSEMENT FOR WAREHOUSE STORAGE DEDUCTION,7000,TOBACCO
63,WAREHOUSE STORAGE DEDUCTION,2101,ADDITIONAL DISBURSEMENT FOR WAREHOUSE STORAGE DEDUCTION,7100,SUNFLOWER
63,WAREHOUSE STORAGE DEDUCTION,2101,ADDITIONAL DISBURSEMENT FOR WAREHOUSE STORAGE DEDUCTION,7200,CANOLA
63,WAREHOUSE STORAGE DEDUCTION,2101,ADDITIONAL DISBURSEMENT FOR WAREHOUSE STORAGE DEDUCTION,7300,RAPE SEED
63,WAREHOUSE STORAGE DEDUCTION,2101,ADDITIONAL DISBURSEMENT FOR WAREHOUSE STORAGE DEDUCTION,7400,SAFFLOWER
63,WAREHOUSE STORAGE DEDUCTION,2101,ADDITIONAL DISBURSEMENT FOR WAREHOUSE STORAGE DEDUCTION,7600,MUSTARD
63,WAREHOUSE STORAGE DEDUCTION,2101,ADDITIONAL DISBURSEMENT FOR WAREHOUSE STORAGE DEDUCTION,7700,COTTON SEED
63,WAREHOUSE STORAGE DEDUCTION,2101,ADDITIONAL DISBURSEMENT FOR WAREHOUSE STORAGE DEDUCTION,7800,SUNFLOWER SEED
63,WAREHOUSE STORAGE DEDUCTION,2101,ADDITIONAL DISBURSEMENT FOR WAREHOUSE STORAGE DEDUCTION,8204,HONEY
63,WAREHOUSE STORAGE DEDUCTION,2101,ADDITIONAL DISBURSEMENT FOR WAREHOUSE STORAGE DEDUCTION,9100,BEAN
63,WAREHOUSE STORAGE DEDUCTION,2101,ADDITIONAL DISBURSEMENT FOR WAREHOUSE STORAGE DEDUCTION,9500,RICE
64,RURAL CLEAN WATER PROGRAM,4700,RURAL CLEAN WATER PROGRAM - COST/SHARE,0000,N/A
65,CLEAN LAKES,3600,CLEAN LAKES PROGRAM - COST/SHARE,0000,N/A
66,LIVESTOCK EMERGENCY ASSISTANCE,2502,LIVESTOCK EMERGENCY ASSISTANCE PROGRAM,0100,N/A
66,LIVESTOCK EMERGENCY ASSISTANCE,2502,LIVESTOCK EMERGENCY ASSISTANCE PROGRAM,0200,N/A
66,LIVESTOCK EMERGENCY ASSISTANCE,2502,LIVESTOCK EMERGENCY ASSISTANCE PROGRAM,0300,N/A
66,LIVESTOCK EMERGENCY ASSISTANCE,2502,LIVESTOCK EMERGENCY ASSISTANCE PROGRAM,0401,N/A
66,LIVESTOCK EMERGENCY ASSISTANCE,2502,LIVESTOCK EMERGENCY ASSISTANCE PROGRAM,0500,N/A
66,LIVESTOCK EMERGENCY ASSISTANCE,2502,LIVESTOCK EMERGENCY ASSISTANCE PROGRAM,0601,N/A
66,LIVESTOCK EMERGENCY ASSISTANCE,2502,LIVESTOCK EMERGENCY ASSISTANCE PROGRAM,0700,N/A
66,LIVESTOCK EMERGENCY ASSISTANCE,2502,LIVESTOCK EMERGENCY ASSISTANCE PROGRAM,0800,N/A
66,LIVESTOCK EMERGENCY ASSISTANCE,2502,LIVESTOCK EMERGENCY ASSISTANCE PROGRAM,0900,N/A
66,LIVESTOCK EMERGENCY ASSISTANCE,2508,LIVESTOCK EMERGENCY PROGRAM - DONATED GRAIN,1000,WHEAT
66,LIVESTOCK EMERGENCY ASSISTANCE,2508,LIVESTOCK EMERGENCY PROGRAM - DONATED GRAIN,2000,CORN
66,LIVESTOCK EMERGENCY ASSISTANCE,2508,LIVESTOCK EMERGENCY PROGRAM - DONATED GRAIN,2200,BARLEY
66,LIVESTOCK EMERGENCY ASSISTANCE,2508,LIVESTOCK EMERGENCY PROGRAM - DONATED GRAIN,2300,OATS
66,LIVESTOCK EMERGENCY ASSISTANCE,2508,LIVESTOCK EMERGENCY PROGRAM - DONATED GRAIN,2400,RYE
66,LIVESTOCK EMERGENCY ASSISTANCE,2508,LIVESTOCK EMERGENCY PROGRAM - DONATED GRAIN,2700,SORGHUM
66,LIVESTOCK EMERGENCY ASSISTANCE,2525,EMERGENCY LIVESTOCK FEED ASSISTANCE,0000,N/A
67,ANIMAL WASTE MANAGEMENT,3400,ANIMAL WASTE MANAGEMENT SYSTEM PROGRAM,0000,N/A
68,LOAN COLLATERAL LOSS SETTLE,9000,WHEAT LOAN COLLATERAL LOSS,1000,WHEAT
68,LOAN COLLATERAL LOSS SETTLE,9000,CORN LOAN COLLATERAL LOSS,2000,CORN
